SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
Announced Pledges Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2035,0.2824573
Announced Pledges Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2050,0.2263814
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2030,0.2775494
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2035,0.2093392
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2050,0.1771131
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2010,32805.45
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2022,37229.96
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2023,37723.05
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2030,36170.16
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2035,33285.4
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2050,28635.59
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2030,32056.35
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2035,24677.89
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,World,2050,11710.6
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2010,6485.02
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2022,5727.72
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2023,5571.17
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2030,4778.4
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2035,4056.39
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2050,2877.68
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2030,3837.47
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2035,2457.99
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,North America,2050,373.5
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2010,5470.41
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2022,4738.31
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2023,4579.44
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2030,3843.2
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2035,3151.84
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2050,2016.4
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2030,3086
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2035,1857.34
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,United States,2050,100.68
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2010,1149.3
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2022,1200.47
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2023,1189.18
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2030,1220.59
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2035,1277.54
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2050,1383.75
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2030,1077.55
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2035,982.05
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Central and South America,2050,557.75
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2010,411.67
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2022,452.17
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2023,445.72
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2030,455.19
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2035,469.97
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2050,504.97
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2030,384.36
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2035,344.69
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Brazil,2050,174.47
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2010,4679.42
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2022,3832
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2023,3572.68
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2030,2918.59
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2035,2433.88
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2050,1609.27
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2030,2461.4
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2035,1609.83
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Europe,2050,349.7
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2010,3276.6
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2022,2682.3
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2023,2446.14
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2030,1871.63
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2035,1469.82
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2050,746.36
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2030,1575.9
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2035,972.31
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,European Union,2050,106.31
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2010,1161.19
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2022,1427.91
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2023,1420.19
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2030,1472.34
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2035,1543.37
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2050,1970.63
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2030,1328.62
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2035,1288.36
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Africa,2050,1232.7
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2010,1639.02
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2022,2158.26
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2023,2196.86
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2030,2325.9
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2035,2422.51
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2050,2814.1
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2030,2184.91
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2035,2166.46
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Middle East,2050,1877.81
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2010,2141.11
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2022,2338.84
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2023,2388.18
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2030,2380.39
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2035,2355.89
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2050,2286.05
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2030,2162.42
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2035,2008.38
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Eurasia,2050,1659.39
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2010,1683.74
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2022,1797.94
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2023,1841.28
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2030,1795.25
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2035,1749.05
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2050,1581.82
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2030,1646.53
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2035,1526.24
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Russia,2050,1211.24
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2010,14435.87
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2022,19416.67
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2023,20171.49
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2030,19681.63
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2035,17752.13
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2050,14181.84
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2030,17879.48
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2035,13182.59
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Asia Pacific,2050,4952.79
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2010,8770.27
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2022,12087.1
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2023,12635.8
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2030,11598.1
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2035,9607.09
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2050,6355.55
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2030,10522.7
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2035,6950.82
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,China,2050,1745.48
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2010,1667.01
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2022,2702.16
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2023,2901.69
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2030,3457.91
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2035,3497.48
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2050,3184.23
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2030,3171.71
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2035,2684.99
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,India,2050,1509.12
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2010,1189.05
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2022,1024.13
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2023,978.24
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2030,741.16
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2035,633.19
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2050,429.65
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2030,676.85
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2035,488.37
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Japan,2050,49.66
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2010,1164.99
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2022,1832.6
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2023,1924.92
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2030,2257.74
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2035,2423.47
Stated Policies Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2050,2617.28
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2030,2057.49
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2035,1794.27
Announced Pledges Scenario,CO2 total,Total,Total energy supply,Mt CO2,Southeast Asia,2050,886.22
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2010,12513.2
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2022,14942.7
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2023,15262.24
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2030,13310.75
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2035,10967.99
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2050,7756.83
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2030,11760.23
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2035,7515.76
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,World,2050,2639.65
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2010,2595.76
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2022,1808.83
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2023,1703.66
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2030,1112.65
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2035,796.59
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2050,387.16
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2030,769.11
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2035,279.82
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,North America,2050,-31.36
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2010,2345.96
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2022,1609.77
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2023,1494.53
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2030,955.3
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2035,643.65
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2050,239.77
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2030,638.76
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2035,164.1
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,United States,2050,-92.81
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2010,234.63
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2022,223.56
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2023,216.22
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2030,178.59
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2035,167.78
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2050,116.59
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2030,129.69
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2035,112.69
Announced Pledges Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Central and South America,2050,34.95
Stated Policies Scenario,CO2 combustion,Total,Power sector inputs,Mt CO2,Brazil,2010,45.84
